E [keV] 	 mu/rho (tissue)    	 mu/rho (bone)      	 mu/rho (water) 
364.0  	 0.109157036922324 	 0.10298509036892525 	 0.11017938148097353 
365.0  	 0.10903981674898611 	 0.102869957883102 	 0.1100610722385018 
366.0  	 0.10892297268023964 	 0.10275523127485701 	 0.1099431428873009 
367.0  	 0.10880650272736603 	 0.10264090797964458 	 0.10982559142522125 
368.0  	 0.10869040491622606 	 0.10252698545646796 	 0.1097084158646922 
369.0  	 0.1085746772871252 	 0.10241346118759546 	 0.10959161423258912 
370.0  	 0.10845931789467966 	 0.10230033267827943 	 0.10947518457010055 
371.0  	 0.1083443248076844 	 0.10218759745648054 	 0.10935912493259795 
372.0  	 0.10822969610898184 	 0.10207525307259525 	 0.10924343338950562 
373.0  	 0.1081154298953334 	 0.10196329709918853 	 0.10912810802417365 
374.0  	 0.10800152427729072 	 0.10185172713072901 	 0.10901314693375039 
375.0  	 0.10788797737906969 	 0.10174054078332948 	 0.1088985482290578 
376.0  	 0.10777478733842505 	 0.10162973569449026 	 0.10878431003446726 
377.0  	 0.10766195230652696 	 0.10151930952284689 	 0.10867043048777725 
378.0  	 0.10754947044783811 	 0.10140925994792138 	 0.10855690774009179 
379.0  	 0.10743733993999319 	 0.10129958466987693 	 0.10844373995570078 
380.0  	 0.1073255589736784 	 0.10119028140927619 	 0.10833092531196095 
381.0  	 0.10721412575251398 	 0.10108134790684371 	 0.10821846199917894 
382.0  	 0.10710303849293601 	 0.10097278192323077 	 0.10810634822049466 
383.0  	 0.10699229542408133 	 0.10086458123878472 	 0.10799458219176683 
384.0  	 0.10688189478767231 	 0.10075674365332057 	 0.10788316214145889 
385.0  	 0.10677183483790366 	 0.10064926698589671 	 0.10777208631052666 
386.0  	 0.10666211384133019 	 0.10054214907459343 	 0.10766135295230701 
387.0  	 0.1065527300767559 	 0.10043538777629483 	 0.10755096033240794 
388.0  	 0.10644368183512415 	 0.1003289809664735 	 0.10744090672859931 
389.0  	 0.10633496741940882 	 0.10022292653897871 	 0.10733119043070524 
390.0  	 0.10622658514450727 	 0.10011722240582727 	 0.10722180974049739 
391.0  	 0.10611853333713352 	 0.10001186649699731 	 0.10711276297158938 
392.0  	 0.10601081033571337 	 0.09990685676022527 	 0.10700404844933228 
393.0  	 0.10590341449028062 	 0.09980219116080584 	 0.1068956645107118 
394.0  	 0.10579634416237327 	 0.0996978676813936 	 0.10678760950424496 
395.0  	 0.10568959772493254 	 0.0995938843218093 	 0.10667988178988003 
396.0  	 0.10558317356220177 	 0.09949023909884724 	 0.10657247973889589 
397.0  	 0.10547707006962638 	 0.0993869300460858 	 0.10646540173380271 
398.0  	 0.10537128565375582 	 0.0992839552137012 	 0.10635864616824453 
399.0  	 0.10526581873214544 	 0.09918131266828291 	 0.10625221144690164 
400.0  	 0.10516066773326013 	 0.0990790004926521 	 0.10614609598539479 
401.0  	 0.10505583104140673 	 0.09897701674713451 	 0.10604029815174248 
402.0  	 0.10495130683379998 	 0.09887535935519515 	 0.1059348160931314 
403.0  	 0.10484709324897254 	 0.09877402622142398 	 0.10582964791498245 
404.0  	 0.10474318844207506 	 0.09867301527020733 	 0.10572479173975341 
405.0  	 0.10463959058468122 	 0.09857232444548553 	 0.10562024570673811 
406.0  	 0.10453629786459716 	 0.09847195171051612 	 0.10551600797186989 
407.0  	 0.10443330848567203 	 0.09837189504763855 	 0.1054120767075262 
408.0  	 0.10433062066761267 	 0.09827215245804391 	 0.10530845010233744 
409.0  	 0.10422823264579957 	 0.09817272196154704 	 0.10520512636099758 
410.0  	 0.10412614267110663 	 0.09807360159636258 	 0.10510210370407791 
411.0  	 0.10402434900972284 	 0.09797478941888405 	 0.10499938036784351 
412.0  	 0.10392284994297626 	 0.09787628350346594 	 0.10489695460407175 
413.0  	 0.10382164376716124 	 0.09777808194220947 	 0.10479482467987404 
414.0  	 0.1037207287933673 	 0.09768018284475109 	 0.10469298887751977 
415.0  	 0.10362010334731078 	 0.0975825843380541 	 0.10459144549426258 
416.0  	 0.10351976576916899 	 0.09748528456620353 	 0.10449019284216962 
417.0  	 0.10341971441341628 	 0.0973882816902035 	 0.10438922924795235 
418.0  	 0.10331994764866238 	 0.0972915738877778 	 0.10428855305280041 
419.0  	 0.10322046385749367 	 0.09719515935317363 	 0.1041881626122176 
420.0  	 0.10312126143631573 	 0.0970990362969675 	 0.10408805629586008 
421.0  	 0.10302233879519831 	 0.09700320294587392 	 0.10398823248737647 
422.0  	 0.10292369435772332 	 0.09690765754255784 	 0.1038886895842511 
423.0  	 0.1028253265608333 	 0.0968123983454484 	 0.10378942599764836 
424.0  	 0.10272723385468346 	 0.09671742362855615 	 0.10369044015225992 
425.0  	 0.10262941470249475 	 0.0966227316812926 	 0.10359173048615358 
426.0  	 0.10253186758040944 	 0.09652832080829224 	 0.10349329545062455 
427.0  	 0.10243459097734865 	 0.0964341893292375 	 0.10339513351004861 
428.0  	 0.10233758339487119 	 0.09634033557868514 	 0.10329724314173688 
429.0  	 0.10224084334703547 	 0.09624675790589657 	 0.1031996228357937 
430.0  	 0.10214436936026182 	 0.0961534546746689 	 0.10310227109497459 
431.0  	 0.1020481599731982 	 0.09606042426316996 	 0.1030051864345484 
432.0  	 0.10195221373658635 	 0.09596766506377409 	 0.10290836738215908 
433.0  	 0.1018565292131305 	 0.09587517548290131 	 0.10281181247769108 
434.0  	 0.10176110497736779 	 0.09578295394085819 	 0.10271552027313532 
435.0  	 0.10166593961554006 	 0.09569099887168103 	 0.10261948933245771 
436.0  	 0.10157103172546765 	 0.09559930872298124 	 0.10252371823146922 
437.0  	 0.10147637991642487 	 0.09550788195579281 	 0.10242820555769745 
438.0  	 0.10138198280901692 	 0.09541671704442188 	 0.10233294991026026 
439.0  	 0.10128783903505832 	 0.0953258124762981 	 0.10223794989974054 
440.0  	 0.10119394723745369 	 0.09523516675182861 	 0.10214320414806358 
441.0  	 0.10110030607007903 	 0.09514477838425339 	 0.10204871128837488 
442.0  	 0.10100691419766526 	 0.09505464589950291 	 0.10195446996492045 
443.0  	 0.10091377029568341 	 0.09496476783605762 	 0.10186047883292848 
444.0  	 0.1008208730502304 	 0.09487514274480933 	 0.10176673655849218 
445.0  	 0.10072822115791726 	 0.09478576918892433 	 0.10167324181845445 
446.0  	 0.10063581332575852 	 0.09469664574370866 	 0.10157999330029432 
447.0  	 0.10054364827106281 	 0.09460777099647491 	 0.10148698970201442 
448.0  	 0.10045172472132494 	 0.09451914354641094 	 0.10139422973202998 
449.0  	 0.10036004141411953 	 0.09443076200445005 	 0.1013017121090593 
450.0  	 0.10026859709699588 	 0.09434262499314346 	 0.101209435562016 
451.0  	 0.10017739052737436 	 0.09425473114653393 	 0.10111739882990205 
452.0  	 0.10008642047244366 	 0.09416707911003114 	 0.10102560066170244 
453.0  	 0.09999568570906013 	 0.09407966754028932 	 0.10093403981628157 
454.0  	 0.0999051850236476 	 0.09399249510508545 	 0.1008427150622803 
455.0  	 0.09981491721209884 	 0.09390556048319978 	 0.10075162517801459 
456.0  	 0.09972488107967833 	 0.09381886236429797 	 0.10066076895137566 
457.0  	 0.09963507544092623 	 0.09373239944881426 	 0.1005701451797312 
458.0  	 0.09954549911956355 	 0.09364617044783677 	 0.10047975266982795 
459.0  	 0.09945615094839802 	 0.09356017408299357 	 0.10038959023769495 
460.0  	 0.09936702976923222 	 0.09347440908634091 	 0.10029965670854908 
461.0  	 0.09927813443277177 	 0.09338887420025264 	 0.10020995091670083 
462.0  	 0.09918946379853533 	 0.09330356817731095 	 0.10012047170546173 
463.0  	 0.09910101673476547 	 0.09321848978019867 	 0.10003121792705277 
464.0  	 0.0990127921183407 	 0.09313363778159275 	 0.09994218844251408 
465.0  	 0.09892478883468836 	 0.09304901096405935 	 0.09985338212161544 
466.0  	 0.09883700577769923 	 0.09296460811995032 	 0.09976479784276843 
467.0  	 0.09874944184964256 	 0.09288042805130076 	 0.09967643449293931 
468.0  	 0.09866209596108222 	 0.09279646956972777 	 0.09958829096756282 
469.0  	 0.09857496703079427 	 0.09271273149633116 	 0.09950036617045752 
470.0  	 0.098488053985685 	 0.09262921266159437 	 0.09941265901374158 
471.0  	 0.09840135576071073 	 0.09254591190528792 	 0.09932516841775052 
472.0  	 0.09831487129879748 	 0.09246282807637275 	 0.09923789331095462 
473.0  	 0.09822859955076291 	 0.092379960032906 	 0.0991508326298788 
474.0  	 0.09814253947523817 	 0.09229730664194694 	 0.0990639853190223 
475.0  	 0.09805669003859112 	 0.09221486677946485 	 0.09897735033078012 
476.0  	 0.09797105021485059 	 0.09213263933024757 	 0.0988909266253648 
477.0  	 0.09788561898563125 	 0.09205062318781149 	 0.09880471317072975 
478.0  	 0.09780039534005967 	 0.09196881725431241 	 0.09871870894249304 
479.0  	 0.09771537827470118 	 0.09188722044045793 	 0.09863291292386249 
480.0  	 0.09763056679348736 	 0.09180583166542018 	 0.09854732410556116 
481.0  	 0.09754595990764474 	 0.0917246498567504 	 0.09846194148575423 
482.0  	 0.09746155663562421 	 0.09164367395029428 	 0.09837676406997647 
483.0  	 0.09737735600303149 	 0.09156290289010835 	 0.09829179087106096 
484.0  	 0.0972933570425577 	 0.09148233562837695 	 0.09820702090906784 
485.0  	 0.09720955879391192 	 0.09140197112533145 	 0.09812245321121499 
486.0  	 0.09712596030375316 	 0.0913218083491687 	 0.0980380868118085 
487.0  	 0.09704256062562458 	 0.09124184627597216 	 0.09795392075217482 
488.0  	 0.09695935881988743 	 0.0911620838896332 	 0.09786995408059325 
489.0  	 0.096876353953656 	 0.09108252018177289 	 0.0977861858522291 
490.0  	 0.09679354510073382 	 0.09100315415166597 	 0.09770261512906833 
491.0  	 0.09671093134154969 	 0.09092398480616433 	 0.0976192409798518 
492.0  	 0.09662851176309561 	 0.09084501115962285 	 0.09753606248001172 
493.0  	 0.09654628545886457 	 0.09076623223382504 	 0.09745307871160767 
494.0  	 0.0964642515287889 	 0.0906876470579097 	 0.09737028876326373 
495.0  	 0.09638240907918043 	 0.0906092546682992 	 0.09728769173010667 
496.0  	 0.0963007572226703 	 0.09053105410862794 	 0.09720528671370463 
497.0  	 0.09621929507814994 	 0.09045304442967177 	 0.09712307282200616 
498.0  	 0.09613802177071244 	 0.09037522468927836 	 0.09704104916928055 
499.0  	 0.09605693643159506 	 0.09029759395229858 	 0.0969592148760587 
500.0  	 0.09597603819812182 	 0.09022015129051814 	 0.09687756906907416 
501.0  	 0.0958953262551011 	 0.0901428958193829 	 0.0967961109234976 
502.0  	 0.09581479995786246 	 0.09006582680717988 	 0.09671483978846145 
503.0  	 0.09573445870564304 	 0.08998894356263978 	 0.0966337550578853 
504.0  	 0.09565430189981121 	 0.08991224539784143 	 0.09655285612785472 
505.0  	 0.09557432894386288 	 0.08983573162819289 	 0.09647214239661711 
506.0  	 0.09549453924341816 	 0.08975940157241258 	 0.09639161326457826 
507.0  	 0.09541493220621769 	 0.08968325455251064 	 0.0963112681342981 
508.0  	 0.09533550724211909 	 0.08960728989377038 	 0.09623110641048704 
509.0  	 0.09525626376309297 	 0.0895315069247298 	 0.0961511275000017 
510.0  	 0.0951772011832193 	 0.08945590497716326 	 0.09607133081184077 
511.0  	 0.09509831891868327 	 0.08938048338606319 	 0.09599171575714086 
512.0  	 0.09501961638777151 	 0.08930524148962211 	 0.09591228174917212 
513.0  	 0.09494109301086741 	 0.0892301786292142 	 0.09583302820333359 
514.0  	 0.09486274821044757 	 0.08915529414937792 	 0.09575395453714919 
515.0  	 0.09478458141107712 	 0.08908058739779783 	 0.09567506017026267 
516.0  	 0.09470659203940525 	 0.08900605772528669 	 0.09559634452443311 
517.0  	 0.09462877952416103 	 0.08893170448576838 	 0.09551780702353024 
518.0  	 0.09455114329614871 	 0.08885752703625985 	 0.0954394470935296 
519.0  	 0.0944736827882431 	 0.08878352473685401 	 0.09536126416250763 
520.0  	 0.09439639743538526 	 0.08870969695070248 	 0.09528325766063697 
521.0  	 0.09431928667457692 	 0.08863604304399786 	 0.09520542702018087 
522.0  	 0.09424234994487661 	 0.08856256238595725 	 0.09512777167548873 
523.0  	 0.09416558668739428 	 0.08848925434880495 	 0.09505029106299079 
524.0  	 0.09408899634528632 	 0.08841611830775542 	 0.09497298462119269 
525.0  	 0.09401257836375095 	 0.08834315364099668 	 0.09489585179067056 
526.0  	 0.09393633219002272 	 0.08827035972967358 	 0.09481889201406554 
527.0  	 0.09386025727336761 	 0.08819773595787095 	 0.09474210473607837 
528.0  	 0.09378435306507799 	 0.08812528171259744 	 0.0946654894034642 
529.0  	 0.09370861901846718 	 0.08805299638376879 	 0.09458904546502686 
530.0  	 0.09363305458886426 	 0.08798087936419166 	 0.09451277237161358 
531.0  	 0.09355765923360869 	 0.08790893004954733 	 0.09443666957610924 
532.0  	 0.09348243241204521 	 0.08783714783837568 	 0.09436073653343091 
533.0  	 0.09340737358551807 	 0.08776553213205904 	 0.0942849727005222 
534.0  	 0.09333248221736579 	 0.0876940823348063 	 0.09420937753634755 
535.0  	 0.09325775777291546 	 0.08762279785363697 	 0.09413395050188625 
536.0  	 0.09318319971947762 	 0.08755167809836571 	 0.09405869106012724 
537.0  	 0.09310880752634013 	 0.08748072248158631 	 0.09398359867606268 
538.0  	 0.09303458066476292 	 0.08740993041865636 	 0.09390867281668258 
539.0  	 0.09296051860797214 	 0.08733930132768165 	 0.09383391295096859 
540.0  	 0.09288662083115486 	 0.08726883462950114 	 0.09375931854988853 
541.0  	 0.09281288681145254 	 0.08719852974767095 	 0.09368488908638971 
542.0  	 0.09273931602795624 	 0.08712838610845006 	 0.09361062403539387 
543.0  	 0.09266590796169999 	 0.0870584031407844 	 0.09353652287379036 
544.0  	 0.09259266209565557 	 0.0869885802762925 	 0.09346258508043068 
545.0  	 0.0925195779147263 	 0.08691891694925008 	 0.09338881013612213 
546.0  	 0.09244665490574118 	 0.08684941259657541 	 0.09331519752362168 
547.0  	 0.0923738925574493 	 0.08678006665781471 	 0.09324174672763019 
548.0  	 0.09230129036051343 	 0.08671087857512721 	 0.09316845723478594 
549.0  	 0.09222884780750465 	 0.08664184779327086 	 0.09309532853365869 
550.0  	 0.09215656439289562 	 0.08657297375958763 	 0.09302236011474332 
551.0  	 0.09208443961305532 	 0.08650425592398925 	 0.09294955147045385 
552.0  	 0.09201247296624256 	 0.08643569373894291 	 0.09287690209511701 
553.0  	 0.09194066395260006 	 0.08636728665945695 	 0.09280441148496613 
554.0  	 0.09186901207414841 	 0.08629903414306683 	 0.09273207913813489 
555.0  	 0.09179751683477991 	 0.08623093564982097 	 0.09265990455465095 
556.0  	 0.09172617774025274 	 0.08616299064226704 	 0.09258788723642988 
557.0  	 0.0916549942981844 	 0.08609519858543772 	 0.09251602668726863 
558.0  	 0.09158396601804598 	 0.08602755894683721 	 0.09244432241283934 
559.0  	 0.09151309241115581 	 0.08596007119642746 	 0.09237277392068301 
560.0  	 0.09144237299067325 	 0.08589273480661429 	 0.09230138072020305 
561.0  	 0.0913718072715927 	 0.08582554925223428 	 0.09223014232265916 
562.0  	 0.09130139477073745 	 0.08575851401054108 	 0.09215905824116088 
563.0  	 0.09123113500675312 	 0.08569162856119183 	 0.09208812799066103 
564.0  	 0.09116102750010187 	 0.08562489238623439 	 0.09201735108794967 
565.0  	 0.091091071773056 	 0.0855583049700936 	 0.09194672705164746 
566.0  	 0.09102126734969163 	 0.08549186579955835 	 0.09187625540219932 
567.0  	 0.09095161375588283 	 0.08542557436376877 	 0.09180593566186826 
568.0  	 0.09088211051929493 	 0.08535943015420272 	 0.09173576735472862 
569.0  	 0.09081275716937856 	 0.08529343266466338 	 0.09166575000665995 
570.0  	 0.09074355323736327 	 0.08522758139126614 	 0.09159588314534041 
571.0  	 0.09067449825625165 	 0.08516187583242622 	 0.0915261663002407 
572.0  	 0.09060559176081226 	 0.08509631548884539 	 0.0914565990026171 
573.0  	 0.09053683328757434 	 0.0850308998635001 	 0.09138718078550555 
574.0  	 0.09046822237482074 	 0.08496562846162836 	 0.09131791118371493 
575.0  	 0.09039975856258226 	 0.0849005007907177 	 0.09124878973382083 
576.0  	 0.09033144139263093 	 0.08483551636049273 	 0.0911798159741591 
577.0  	 0.09026327040847401 	 0.08477067468290275 	 0.09111098944481925 
578.0  	 0.09019524515534764 	 0.08470597527210955 	 0.09104230968763823 
579.0  	 0.09012736518021061 	 0.08464141764447555 	 0.0909737762461941 
580.0  	 0.09005963003173796 	 0.0845770013185513 	 0.09090538866579927 
581.0  	 0.08999203926031488 	 0.08451272581506389 	 0.09083714649349445 
582.0  	 0.08992459241803046 	 0.08444859065690491 	 0.09076904927804211 
583.0  	 0.08985728905867112 	 0.08438459536911841 	 0.09070109656991993 
584.0  	 0.08979012873771473 	 0.0843207394788894 	 0.09063328792131457 
585.0  	 0.08972311101232422 	 0.08425702251553219 	 0.09056562288611546 
586.0  	 0.08965623544134126 	 0.08419344401047844 	 0.09049810101990785 
587.0  	 0.08958950158528003 	 0.08413000349726592 	 0.09043072187996706 
588.0  	 0.08952290900632108 	 0.08406670051152698 	 0.09036348502525177 
589.0  	 0.08945645726830505 	 0.08400353459097706 	 0.09029639001639761 
590.0  	 0.08939014593672612 	 0.08394050527540313 	 0.09022943641571081 
591.0  	 0.08932397457872657 	 0.08387761210665308 	 0.09016262378716222 
592.0  	 0.0892579427630896 	 0.08381485462862381 	 0.09009595169638042 
593.0  	 0.0891920500602338 	 0.08375223238725041 	 0.0900294197106457 
594.0  	 0.08912629604220682 	 0.08368974493049525 	 0.08996302739888365 
595.0  	 0.08906068028267877 	 0.08362739180833652 	 0.08989677433165887 
596.0  	 0.08899520235693668 	 0.08356517257275789 	 0.08983066008116863 
597.0  	 0.0889298618418777 	 0.08350308677773702 	 0.0897646842212365 
598.0  	 0.08886465831600339 	 0.08344113397923528 	 0.08969884632730618 
599.0  	 0.08879959135941333 	 0.08337931373518681 	 0.08963314597643525 
600.0  	 0.08873466055379889 	 0.08331762560548768 	 0.0895675827472886 
601.0  	 0.08866986546348019 	 0.08325606913600246 	 0.08950215620400268 
602.0  	 0.08860520557901588 	 0.08319464381101514 	 0.08943686584820434 
603.0  	 0.08854068037491553 	 0.08313334910188341 	 0.08937171116811507 
604.0  	 0.08847628932869701 	 0.08307218448310101 	 0.08930669165476508 
605.0  	 0.08841203192086368 	 0.08301114943227353 	 0.08924180680197306 
606.0  	 0.08834790763488225 	 0.08295024343009415 	 0.08917705610632609 
607.0  	 0.08828391595716047 	 0.08288946596032014 	 0.08911243906715983 
608.0  	 0.088220056377025 	 0.0828288165097488 	 0.08904795518653849 
609.0  	 0.08815632838670003 	 0.0827682945681946 	 0.08898360396923582 
610.0  	 0.08809273148128513 	 0.08270789962846545 	 0.08891938492271516 
611.0  	 0.08802926515873456 	 0.08264763118634026 	 0.08885529755711075 
612.0  	 0.08796592891983541 	 0.0825874887405459 	 0.08879134138520835 
613.0  	 0.08790272226818714 	 0.08252747179273483 	 0.08872751592242657 
614.0  	 0.0878396447101804 	 0.08246757984746263 	 0.08866382068679805 
615.0  	 0.08777669575497676 	 0.0824078124121661 	 0.08860025519895112 
616.0  	 0.08771387491448793 	 0.08234816899714123 	 0.08853681898209118 
617.0  	 0.08765118170335602 	 0.08228864911552175 	 0.08847351156198278 
618.0  	 0.0875886156389328 	 0.0822292522832571 	 0.08841033246693124 
619.0  	 0.08752617624126054 	 0.08216997801909189 	 0.08834728122776511 
620.0  	 0.08746386303305174 	 0.08211082584454407 	 0.08828435737781806 
621.0  	 0.08740167553967018 	 0.08205179528388479 	 0.08822156045291178 
622.0  	 0.08733961328911108 	 0.08199288586411699 	 0.08815888999133814 
623.0  	 0.08727767581198209 	 0.0819340971149553 	 0.08809634553384195 
624.0  	 0.08721586264148451 	 0.0818754285688057 	 0.08803392662360411 
625.0  	 0.0871541733133942 	 0.08181687976074518 	 0.08797163280622436 
626.0  	 0.08709260736604325 	 0.08175845022850221 	 0.08790946362970471 
627.0  	 0.08703116434030093 	 0.08170013951243633 	 0.08784741864443234 
628.0  	 0.08696984377955605 	 0.0816419471555192 	 0.08778549740316349 
629.0  	 0.08690864522969832 	 0.08158387270331487 	 0.08772369946100683 
630.0  	 0.08684756823910066 	 0.08152591570396062 	 0.08766202437540732 
631.0  	 0.08678661235860108 	 0.08146807570814786 	 0.08760047170612988 
632.0  	 0.08672577714148526 	 0.08141035226910336 	 0.08753904101524364 
633.0  	 0.08666506214346877 	 0.08135274494257036 	 0.08747773186710589 
634.0  	 0.08660446692268008 	 0.08129525328679035 	 0.08741654382834664 
635.0  	 0.086543991039643 	 0.08123787686248438 	 0.08735547646785277 
636.0  	 0.08648363405725963 	 0.08118061523283486 	 0.08729452935675264 
637.0  	 0.08642339554079381 	 0.08112346796346792 	 0.08723370206840089 
638.0  	 0.08636327505785396 	 0.08106643462243504 	 0.08717299417836315 
639.0  	 0.08630327217837656 	 0.08100951478019557 	 0.08711240526440099 
640.0  	 0.08624338647460991 	 0.08095270800959924 	 0.08705193490645707 
641.0  	 0.08618361752109753 	 0.08089601388586859 	 0.0869915826866403 
642.0  	 0.08612396489466198 	 0.08083943198658176 	 0.08693134818921092 
643.0  	 0.08606442817438913 	 0.0807829618916556 	 0.0868712310005664 
644.0  	 0.08600500694161183 	 0.08072660318332837 	 0.08681123070922661 
645.0  	 0.08594570077989448 	 0.08067035544614329 	 0.08675134690581975 
646.0  	 0.08588650927501731 	 0.08061421826693183 	 0.086691579183068 
647.0  	 0.08582743201496057 	 0.08055819123479685 	 0.08663192713577333 
648.0  	 0.08576846858988986 	 0.08050227394109695 	 0.08657239036080404 
649.0  	 0.08570961859214017 	 0.08044646597942959 	 0.08651296845708033 
650.0  	 0.08565088161620123 	 0.08039076694561545 	 0.08645366102556083 
651.0  	 0.0855922572587024 	 0.08033517643768232 	 0.08639446766922905 
652.0  	 0.08553374511839791 	 0.08027969405584956 	 0.08633538799307985 
653.0  	 0.08547534479615192 	 0.08022431940251197 	 0.08627642160410573 
654.0  	 0.08541705589492428 	 0.08016905208222497 	 0.08621756811128413 
655.0  	 0.0853588780197557 	 0.08011389170168853 	 0.08615882712556364 
656.0  	 0.08530081077775384 	 0.08005883786973264 	 0.08610019825985152 
657.0  	 0.08524285377807864 	 0.08000389019730156 	 0.08604168112900024 
658.0  	 0.08518500663192853 	 0.07994904829743937 	 0.0859832753497949 
659.0  	 0.0851272689525263 	 0.07989431178527469 	 0.08592498054094042 
660.0  	 0.0850696403551054 	 0.07983968027800645 	 0.08586679632304899 
661.0  	 0.08501212045689592 	 0.07978515339488886 	 0.0858087223186272 
662.0  	 0.08495470887711144 	 0.0797307307572173 	 0.0857507581520642 
663.0  	 0.08489740523693488 	 0.07967641198831374 	 0.0856929034496187 
664.0  	 0.08484020915950571 	 0.0796221967135127 	 0.08563515783940716 
665.0  	 0.08478312026990636 	 0.07956808456014719 	 0.08557752095139164 
666.0  	 0.08472613819514885 	 0.07951407515753445 	 0.08551999241736732 
667.0  	 0.0846692625641623 	 0.07946016813696251 	 0.0854625718709513 
668.0  	 0.08461249300777954 	 0.07940636313167634 	 0.08540525894757015 
669.0  	 0.0845558291587242 	 0.07935265977686398 	 0.08534805328444828 
670.0  	 0.08449927065159832 	 0.0792990577096434 	 0.08529095452059643 
671.0  	 0.08444281712286954 	 0.07924555656904905 	 0.08523396229680018 
672.0  	 0.08438646821085845 	 0.07919215599601834 	 0.08517707625560805 
673.0  	 0.08433022355572646 	 0.07913885563337897 	 0.08512029604132074 
674.0  	 0.08427408279946311 	 0.07908565512583526 	 0.08506362129997916 
675.0  	 0.08421804558587416 	 0.07903255411995594 	 0.08500705167935388 
676.0  	 0.08416211156056944 	 0.07897955226416084 	 0.08495058682893362 
677.0  	 0.08410628037095058 	 0.07892664920870822 	 0.08489422639991426 
678.0  	 0.08405055166619932 	 0.07887384460568232 	 0.08483797004518805 
679.0  	 0.08399492509726571 	 0.07882113810898096 	 0.08478181741933272 
680.0  	 0.08393940031685625 	 0.07876852937430286 	 0.08472576817860068 
681.0  	 0.08388397697942233 	 0.07871601805913558 	 0.08466982198090842 
682.0  	 0.08382865474114873 	 0.07866360382274327 	 0.08461397848582577 
683.0  	 0.08377343325994199 	 0.07861128632615444 	 0.0845582373545655 
684.0  	 0.08371831219541928 	 0.07855906523215025 	 0.08450259824997282 
685.0  	 0.08366329120889725 	 0.0785069402052526 	 0.08444706083651533 
686.0  	 0.08360836996338046 	 0.07845491091171208 	 0.08439162478027236 
687.0  	 0.08355354812355066 	 0.07840297701949656 	 0.0843362897489249 
688.0  	 0.0834988253557557 	 0.07835113819827952 	 0.08428105541174574 
689.0  	 0.08344420132799855 	 0.07829939411942846 	 0.08422592143958903 
690.0  	 0.08338967570992664 	 0.07824774445599371 	 0.08417088750488078 
691.0  	 0.08333524817282104 	 0.07819618888269704 	 0.08411595328160865 
692.0  	 0.08328091838958597 	 0.07814472707592038 	 0.08406111844531242 
693.0  	 0.083226686034738 	 0.0780933587136947 	 0.08400638267307395 
694.0  	 0.08317255078439575 	 0.0780420834756892 	 0.08395174564350785 
695.0  	 0.08311851231626959 	 0.07799090104320013 	 0.08389720703675184 
696.0  	 0.0830645703096512 	 0.07793981109914004 	 0.08384276653445713 
697.0  	 0.08301072444540349 	 0.07788881332802722 	 0.0837884238197792 
698.0  	 0.08295697440595029 	 0.07783790741597464 	 0.08373417857736827 
699.0  	 0.08290331987526642 	 0.0777870930506797 	 0.0836800304933601 
700.0  	 0.08284976053886772 	 0.07773636992141358 	 0.08362597925536684 
701.0  	 0.0827962960838012 	 0.07768573771901097 	 0.08357202455246782 
702.0  	 0.08274292619863505 	 0.07763519613585954 	 0.08351816607520052 
703.0  	 0.08268965057344906 	 0.07758474486588994 	 0.08346440351555157 
704.0  	 0.08263646889982498 	 0.07753438360456545 	 0.08341073656694784 
705.0  	 0.08258338087083684 	 0.077484112048872 	 0.08335716492424759 
706.0  	 0.08253038618104147 	 0.07743392989730821 	 0.08330368828373166 
707.0  	 0.08247748452646915 	 0.07738383684987549 	 0.08325030634309483 
708.0  	 0.08242467560461418 	 0.07733383260806809 	 0.08319701880143698 
709.0  	 0.08237195911442541 	 0.07728391687486336 	 0.08314382535925463 
710.0  	 0.0823193347562975 	 0.07723408935471225 	 0.08309072571843243 
711.0  	 0.08226680223206144 	 0.0771843497535296 	 0.08303771958223474 
712.0  	 0.08221436124497536 	 0.07713469777868456 	 0.08298480665529705 
713.0  	 0.08216201149971598 	 0.07708513313899133 	 0.08293198664361787 
714.0  	 0.08210975270236917 	 0.07703565554469946 	 0.08287925925455013 
715.0  	 0.0820575845604216 	 0.07698626470748512 	 0.08282662419679354 
716.0  	 0.08200550678275143 	 0.07693696034044117 	 0.08277408118038573 
717.0  	 0.08195351907962008 	 0.07688774215806866 	 0.08272162991669482 
718.0  	 0.08190162116266328 	 0.07683860987626742 	 0.08266927011841098 
719.0  	 0.08184981274488247 	 0.076789563212327 	 0.08261700149953848 
720.0  	 0.08179809354063647 	 0.07674060188491803 	 0.0825648237753881 
721.0  	 0.0817464632656329 	 0.07669172561408319 	 0.08251273666256895 
722.0  	 0.08169492163691983 	 0.07664293412122834 	 0.08246073987898091 
723.0  	 0.0816434683728774 	 0.07659422712911398 	 0.08240883314380668 
724.0  	 0.08159210319320963 	 0.07654560436184646 	 0.08235701617750421 
725.0  	 0.08154082581893615 	 0.07649706554486949 	 0.08230528870179926 
726.0  	 0.08148963597238416 	 0.07644861040495556 	 0.0822536504396775 
727.0  	 0.08143853337718025 	 0.0764002386701976 	 0.08220210111537728 
728.0  	 0.08138751775824252 	 0.07635195007000042 	 0.08215064045438206 
729.0  	 0.08133658884177253 	 0.07630374433507263 	 0.0820992681834131 
730.0  	 0.08128574635524737 	 0.07625562119741816 	 0.08204798403042195 
